id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge,level_4_knowledge,level_5_knowledge,level_6_knowledge,level_7_knowledge,level_8_knowledge,level_9_knowledge
6167,"如图，反比例函数$y=k/x$($k≠0$,$x<0$)的图像经过点$B$，矩形$OABC$的两边$OA$、$OC$在坐标轴上，且$OC=2OA$，$M$、$N$分别为$OA$、$OC$的中点，$BM$与$AN$交于点$E$，若四边形$EMON$的面积为2，则$k$的值为（　　）",029210200000000,029210201100000,029210201150000,029210200000000,029210201000000,029210201040000,029210300000000,029210302000000,029210302040000
6168,分解因式$a^3-9ab^2=$　??　．,029210300000000,029210304000000,029210304010000,029210300000000,029210304000000,029210304030000,029210300000000,029210304000000,029210304040000
6169,$(-1/2)^-1+(-3.14)^0+sin60°=　$??　．,029210100000000,029210103000000,029210103010000,029210100000000,029210103000000,029210103030000,029210100000000,029210103000000,029210103080000
6170,微电子技术的不断进步，使半导体材料的精细加工尺寸大幅度缩小，某种电子元件的面积大约为0.000?000?75平方毫米，用科学记数法表示为 ______ 平方毫米,029210100000000,029210102100000,029210102100000,029210100000000,029210105000000,029210105090000,029210100000000,029210105000000,029210105090000
6171,已知关于$x$的分式方程$k/x+1＋x+k/x-1＝1$的解为负数，则k的取值范围　??　．,029210100000000,029210101100000,029210101140000,029210100000000,029210101100000,029210101160000,029210100000000,029210101100000,029210101160000
6172,矩形纸片$ABCD$中，已知$AD=8$，$AB=6$，$E$是边$BC$上的点，以$AE$为折痕折叠纸片，使点$B$落在点$F$处，连接$FC$，当$△EFC$为直角三角形时，$BE$的长为　??　．,029210200000000,029210205000000,029210205010000,029210200000000,029210205000000,029210205020000,029210200000000,029210205000000,029210205040000
6173,如图，平面内有16个格点，每个格点小正方形的边长为1，则图中阴影部分的面积为 ______ ．,029210400000000,029210408000000,029210408070000,029210500000000,029210504000000,029210504070000,029210400000000,029210408000000,029210408050000
6174,先化简，再求值：$(x-1)÷(1-2/x+1)$其中$x$是$x^2+3x+2=0$的解.,029210400000000,029210409200000,029210409220000,029210300000000,029210301000000,029210301020000,029210400000000,029210404100000,029210404120000
6175,已知：如图，直线$MN$交$⊙O$于$A$、$B$两点，$AC$是直径，$AD$平分$∠CAM$交$⊙O$于点$D$，过点$D$作$DE⊥MN$，垂足为$E$．,029210200000000,029210205000000,029210205030000,029210200000000,029210205000000,029210205040000,029210200000000,029210205000000,029210205050000
6176,为了解中考体育科目训练情况，某县从全县九年级学生中随机抽取了部分学生进行了一次中考体育科目测试（把测试结果分为四个等级：$A$级：优秀；$B$级：良好；$C$级：及格；$D$级：不及格），并将测试结果绘成了如下两幅不完整的统计图．请根据统计图中的信息解答下列问题：,029210400000000,029210409000000,029210409070000,029210400000000,029210409000000,029210409010000,029210400000000,029210409000000,029210409090000
6177,如图，某建筑物$BC$上有一旗杆$AB$，小明在与$BC$相距12$m$的$F$处，由$E$点观测到旗杆顶部$A$的仰角为52°、底部$B$的仰角为45°，小明的观测点与地面的距离EF为1.6$m$．,029210600000000,029210601100000,029210601100000,029210600000000,029210601000000,029210601040000,029210600000000,029210601100000,029210601160000
6178,如图1，纸片$?ABCD$中，$AD=5$，$S△ABC=15$，过点$A$作$AE⊥BC$，垂足为$E$，沿$AE$剪下$△ABE$，将它平移至$△DCE′$的位置，拼成四边形$AEE′D$，则四边形$AEE′D$的形状为　　,029210500000000,029210507100000,029210507100000,029210400000000,029210408000000,029210408040000,029210500000000,029210508000000,029210508010000
6179,如图2，在（1）中的四边形纸片$AEE′D$中，在$EE′$上取一点$F$，使$EF=4$，剪下$△AEF$，将它平移至$△DE′F′$的位置，拼成四边形$AFF′D$．,029210400000000,029210408200000,029210408240000,029210400000000,029210409000000,029210409030000,029210400000000,029210404100000,029210404160000
6180,如图1，抛物线$y=-2/3x^2+bx+c$与$x$轴相交于点$A$，$C$，与$y$轴相交于点$B$，连接$AB$，$BC$，点$A$的坐标为（2，0），$tan∠BAO=2$，以线段$BC$为直径作$⊙M$交$AB$与点$D$，过点$B$作直线$l ∥ AC$，与抛物线和$⊙M$的另一个交点分别是$E$，$F$．,029210300000000,029210305000000,029210305040000,029210300000000,029210305000000,029210305060000,029210300000000,029210305000000,029210305020000
6181,下列数中，与-2的和为0的数是………………………………………………………（ ▲ ）,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101030000
6182,计算$(-a^2)^3$的结果是……………………………………………………………………（ ▲ ）,029210100000000,029210102100000,029210102100000,029210100000000,029210102100000,029210102170000,029210100000000,029210102100000,029210102110000
6183,下列四个几何体中，主视图与其它三个不同的是……………………………………（ ▲ ）,029210400000000,029210401000000,029210401030000,029210400000000,029210401100000,029210401140000,029210400000000,029210401000000,029210401010000
6184,已知实数$a<0$，则下列事件中是必然事件的是………………………………………（ ▲ ）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000
6185,"为了解某班学生每天使用零花钱的情况，小红随机调查了该班15名同学，结果如下表：

则这15名同学每天使用零花钱的众数和中位数分别是（ ▲ ）元.",029210600000000,029210601000000,029210601050000,029210600000000,029210601100000,029210601120000,029210600000000,029210601100000,029210601130000
6186,一个正多边形的边长为2，每个内角为135°，则这个多边形的周长是……………（ ▲ ）,029210400000000,029210404100000,029210404170000,029210400000000,029210409200000,029210409200000,029210400000000,029210404100000,029210404140000
6187,"在矩形$ABCD$中，$AB=√2$,$BC=2$，以$A$为圆心，$AD$为半径
画弧交线段$BC$于$E$，连结$DE$，则阴影部分的面积为 （ ▲ ）",029210400000000,029210408000000,029210408050000,029210400000000,029210408000000,029210408060000,029210400000000,029210409200000,029210409220000
6188,下列四个命题中，真命题是……………………………………………………………（ ▲ ）,029210400000000,029210403100000,029210403120000,029210200000000,029210204000000,029210204090000,029210400000000,029210402000000,029210402010000
6189,若$A$($x1$，$y1$)、$B$($x2$，$y2$)是一次函数$y=ax+x-2$图象上的不同的两点，记$m＝(x1－x2)( y1－y2)$，则当$m＜0$时，$a$的取值范围是…………………………………………………（ ▲ ）,029210300000000,029210303000000,029210303050000,029210300000000,029210303000000,029210303060000,029210300000000,029210303100000,029210303110000
6190,"如图正方形$ABCD$的边长为2，点$E$，$F$，$G$，$H$分别在$AD$，$AB$，$BC$，$CD$上，且$EA=FB
=GC=HD$，分别将$△AEF$，$△BFG$，$△CGH$，$△DHE$沿$EF$，$FG$，$GH$，$HE$翻折，得四边形$MNKP$，设$AE=x$（$0<x<1$），$S$四边形$MNKP=y$，则$y$关于$x$的函数图象大致为（ ▲ ）",029210400000000,029210408100000,029210408130000,029210400000000,029210408100000,029210408140000,029210400000000,029210408100000,029210408150000
6191,-3的倒数是     ▲     .,029210100000000,029210101100000,029210101110000,029210100000000,029210101200000,029210101200000,029210100000000,029210101000000,029210101060000
6192,口袋内装有一些除颜色外完全相同的红球3个，白球5个，黑球2个，从中任意摸一球，那么摸到红球的概率是     ▲     .,029210600000000,029210603000000,029210603060000,029210600000000,029210603000000,029210603050000,029210600000000,029210603000000,029210603020000
6193,设$n$为整数，且$n＜√20＜n＋1$，则$n＝  $   ▲     ．,029210100000000,029210101100000,029210101120000,029210100000000,029210101000000,029210101060000,029210100000000,029210101100000,029210101130000
6194,如图，$Rt△ABC$中，$∠ACB =90°$，$∠A=50°$，将其折叠，使点$A$落在边$CB$上$A′$处，折痕为$CD$，则$∠A′DB$的度数为     ▲     .,029210500000000,029210506000000,029210506050000,029210500000000,029210506000000,029210506060000,029210500000000,029210506100000,029210506110000
6195,如图，在直角$△ABC$中，$∠C=90°$，$∠A=30°$，$AB∥y$轴，且$AB=6$，顶点$B$，$C$在反比例函数$y=k/x$($x>0$)的图象上，且点$B$的横坐标为$2√3$，则$k=     $▲     .,029210500000000,029210507000000,029210507080000,029210500000000,029210507100000,029210507100000,029210500000000,029210507100000,029210507110000
6196,如图，抛物线$y=x2+2x$与直线$y=1/2x+1$交于$A$，$B$两点，与直线$x=2$交于点$P$，将抛物线沿着射线$AB$平移$3/2√5$个单位.（1）平移后的抛物线顶点坐标为     ▲     ；（2）在整个平移过程中，点$P$经过的路程为     ▲     .,029210300000000,029210305000000,029210305080000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301030000
6197,计算：$cos60°+(2π-√3)^0-(1/2)^-2+√9$,029210400000000,029210402000000,029210402090000,029210100000000,029210101100000,029210101120000,029210500000000,029210507100000,029210507130000
6198,先化简，再计算：$a+1/a^2-2a+1÷(1+2/a-1)$.其中$a=√2+1$,029210100000000,029210102000000,029210102080000,029210100000000,029210102100000,029210102130000,029210100000000,029210101100000,029210101130000
6199,"如图，已知$∠MON＝25°$，矩形$ABCD$的边$BC$
在$OM$上，对角线$AC⊥ON$．",029210400000000,029210402000000,029210402010000,029210400000000,029210408000000,029210408050000,029210400000000,029210403000000,029210403030000
6200,"某市为了解高峰时段从总站乘16路车出行的人数，随机抽查了10个班次乘该路车人数，结果如下：
14，23，16，25，23，28，26，27，23，25．",029210600000000,029210601000000,029210601030000,029210600000000,029210601100000,029210601110000,029210600000000,029210601100000,029210601120000
6201,"如图，$AB$是$⊙O$的直径，$PA$是$⊙O$的切线，
点$C$在$⊙O$上，$CB∥PO$．",029210400000000,029210409000000,029210409010000,029210400000000,029210409000000,029210409040000,029210400000000,029210409100000,029210409120000
6202,如图（1），公路上有A，B，C三个车站，一辆汽车从A站以速度v 1匀速驶向B站，到达B站后不停留，以速度v2匀速驶向C站，汽车行驶路程y（千米）与行驶时间x（小时）之间的函数图像如图（2）所示．,029210300000000,029210303000000,029210303050000,029210400000000,029210403100000,029210403120000,029210400000000,029210403000000,029210403040000
6203,"问题背景   如图1在$△ABC$中，$BC=4$，$AB=2AC$.
问题初探   请写出任意一对满足条件的$AB$与$AC$的值：$AB=$   ▲   ，$AC= $  ▲   .
问题再探   如图2，在$AC$右侧作$∠CAD=∠B$，交$BC$的延长线于点$D$，求$CD$的长.
问题解决   求$△ABC$的面积的最大值.",029210400000000,029210404000000,029210404030000,029210400000000,029210404000000,029210404070000,029210400000000,029210404100000,029210404120000
6204,"如图，平面直角坐标系中，点$O$为坐标原点，矩形$OABC$的边$OA$，$OC$在坐标轴上，点$B$（12，4），点$D$（3，0），点$E$（0，2），过点$D$作$DF⊥DE$，交$AB$于点$F$，连结$EF$，将$ΔDEF$绕点$E$逆时针方向旋转,旋转角度为$θ$（$0°<θ<180°$）.",029210500000000,029210503000000,029210503060000,029210500000000,029210503100000,029210503100000,029210500000000,029210503000000,029210503070000
6205,$tan30°$的值为（  ▲  ）,029210500000000,029210507000000,029210507010000,029210500000000,029210507100000,029210507130000,029210500000000,029210507100000,029210507150000
6206,下列运算中，正确的是(  ▲    ),029210100000000,029210102000000,029210102080000,029210100000000,029210102100000,029210102130000,029210100000000,029210101000000,029210101090000
6207,一个几何体的三视图如图所示，则这个几何体的名称是（　▲　）,029210400000000,029210401000000,029210401030000,029210400000000,029210401000000,029210401010000,029210400000000,029210401000000,029210401090000
